"","make","model","Price","city08","highway08","cylinders","displ","drive","fuelCost08","fuelType1","ecoFriendly","ghgScore"
"31660","Kia","Niro",41242,51,46,4,1.6,"Front-Wheel Drive",800,"Regular Gasoline","Nature Lover",10
"31661","Kia","Niro",26565,51,46,4,1.6,"Front-Wheel Drive",800,"Regular Gasoline","Nature Lover",10
"31662","Nissan","Quest",24620,20,27,6,3.5,"Front-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"31663","Nissan","Quest",51526,20,27,6,3.5,"Front-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"31664","Mazda","CX-9 2WD",66374,22,28,4,2.5,"Front-Wheel Drive",1700,"Regular Gasoline","Kinda Green",5
"31665","Mazda","CX-9 2WD",43894,22,28,4,2.5,"Front-Wheel Drive",1700,"Regular Gasoline","Kinda Green",5
"31666","Mazda","CX-9 4WD",41572,20,26,4,2.5,"4-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"31667","Mazda","CX-9 4WD",67843,20,26,4,2.5,"4-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"31668","BMW","X5 xDrive 35d",58384,23,29,6,3,"All-Wheel Drive",1650,"Diesel","It's a monster!",5
"31669","BMW","X5 xDrive 35d",34471,23,29,6,3,"All-Wheel Drive",1650,"Diesel","Kinda Green",5
"31675","Chrysler","300",39220,19,30,6,3.6,"Rear-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"31676","Chrysler","300",17109,19,30,6,3.6,"Rear-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"31677","Dodge","Charger",56913,19,30,6,3.6,"Rear-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"31678","Dodge","Charger",49833,19,30,6,3.6,"Rear-Wheel Drive",1750,"Regular Gasoline","Kinda Green",5
"31679","Ford","C-MAX Hybrid FWD",60929,42,38,4,2,"Front-Wheel Drive",1000,"Regular Gasoline","Nature Lover",9
"31680","Ford","C-MAX Hybrid FWD",18686,42,38,4,2,"Front-Wheel Drive",1000,"Regular Gasoline","Nature Lover",9
"31681","Kia","Niro Touring",50486,46,40,4,1.6,"Front-Wheel Drive",950,"Regular Gasoline","Nature Lover",9
"31682","Kia","Niro Touring",34221,46,40,4,1.6,"Front-Wheel Drive",950,"Regular Gasoline","Nature Lover",9
"31683","Kia","Niro FE",31014,52,49,4,1.6,"Front-Wheel Drive",800,"Regular Gasoline","Nature Lover",10
"31684","Kia","Niro FE",42948,52,49,4,1.6,"Front-Wheel Drive",800,"Regular Gasoline","Nature Lover",10
"31685","Porsche","Macan Turbo Kit",46565,17,23,6,3.6,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"31686","Porsche","Macan Turbo Kit",31611,17,23,6,3.6,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"31691","MINI","Cooper Countryman All4",66157,22,32,3,1.5,"All-Wheel Drive",1850,"Premium Gasoline","Kinda Green",6
"31692","MINI","Cooper Countryman All4",22740,22,32,3,1.5,"All-Wheel Drive",1850,"Premium Gasoline","Kinda Green",6
"31693","BMW","M760i xDrive",44003,13,20,12,6.6,"All-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"31694","BMW","M760i xDrive",48578,13,20,12,6.6,"All-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"31695","Land Rover","Range Rover",19011,17,23,6,3,"4-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"31696","Land Rover","Range Rover",64206,17,23,6,3,"4-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"31697","Land Rover","Range Rover Sport",48459,17,23,6,3,"4-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"31698","Land Rover","Range Rover Sport",63488,17,23,6,3,"4-Wheel Drive",2500,"Premium Gasoline","It's a monster!",4
"31703","Ford","GT",25596,11,18,6,3.5,"Rear-Wheel Drive",3400,"Premium Gasoline","It's a monster!",1
"31704","Ford","GT",29993,11,18,6,3.5,"Rear-Wheel Drive",3400,"Premium Gasoline","It's a monster!",1
"31705","Toyota","Prius c",51176,48,43,4,1.5,"Front-Wheel Drive",850,"Regular Gasoline","Nature Lover",10
"31706","Toyota","Prius c",42201,48,43,4,1.5,"Front-Wheel Drive",850,"Regular Gasoline","Nature Lover",10
"31707","Honda","Odyssey",52003,19,27,6,3.5,"Front-Wheel Drive",1850,"Regular Gasoline","It's a monster!",5
"31708","Honda","Odyssey",53159,19,27,6,3.5,"Front-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"31709","Nissan","Rogue Hybrid  FWD",59815,33,35,4,2,"Front-Wheel Drive",1200,"Regular Gasoline","Green Car",8
"31710","Nissan","Rogue Hybrid  FWD",58437,33,35,4,2,"Front-Wheel Drive",1200,"Regular Gasoline","Green Car",8
"31711","Nissan","Rogue Hybrid  AWD",69982,31,34,4,2,"All-Wheel Drive",1200,"Regular Gasoline","Green Car",8
"31712","Nissan","Rogue Hybrid  AWD",53153,31,34,4,2,"All-Wheel Drive",1200,"Regular Gasoline","Green Car",8
"31713","Toyota","4Runner 2WD",57827,17,21,6,4,"Rear-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"31714","Toyota","4Runner 2WD",35000,17,21,6,4,"Rear-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"31715","Toyota","4Runner 4WD",49320,17,20,6,4,"Part-time 4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"31716","Toyota","4Runner 4WD",59854,17,20,6,4,"Part-time 4-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"31717","Toyota","4Runner 4WD",48585,17,20,6,4,"All-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"31718","Toyota","4Runner 4WD",69961,17,20,6,4,"All-Wheel Drive",2250,"Regular Gasoline","It's a monster!",3
"31719","Alfa Romeo","Giulia",57338,24,33,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31720","Alfa Romeo","Giulia",24957,24,33,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31721","Alfa Romeo","Giulia AWD",35466,23,31,4,2,"All-Wheel Drive",1850,"Premium Gasoline","Kinda Green",6
"31722","Alfa Romeo","Giulia AWD",17778,23,31,4,2,"All-Wheel Drive",1850,"Premium Gasoline","Kinda Green",6
"31723","Nissan","Sentra Nismo",32825,25,31,4,1.6,"Front-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31724","Nissan","Sentra Nismo",44439,25,31,4,1.6,"Front-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31725","Nissan","Sentra Nismo",64972,25,30,4,1.6,"Front-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31726","Nissan","Sentra Nismo",63563,25,30,4,1.6,"Front-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31727","Land Rover","Range Rover",54156,22,28,6,3,"4-Wheel Drive",1700,"Diesel","It's a monster!",5
"31728","Land Rover","Range Rover",51269,22,28,6,3,"4-Wheel Drive",1700,"Diesel","It's a monster!",5
"31729","Land Rover","Range Rover Sport",55360,22,28,6,3,"4-Wheel Drive",1700,"Diesel","It's a monster!",5
"31730","Land Rover","Range Rover Sport",49420,22,28,6,3,"4-Wheel Drive",1700,"Diesel","It's a monster!",5
"31731","Volkswagen","Golf Alltrack",34859,22,32,4,1.8,"All-Wheel Drive",1550,"Regular Gasoline","Kinda Green",6
"31732","Volkswagen","Golf Alltrack",54484,22,32,4,1.8,"All-Wheel Drive",1550,"Regular Gasoline","Kinda Green",6
"31733","Volkswagen","Golf SportWagen 4motion",27694,22,32,4,1.8,"All-Wheel Drive",1550,"Regular Gasoline","Kinda Green",6
"31734","Volkswagen","Golf SportWagen 4motion",52165,22,32,4,1.8,"All-Wheel Drive",1550,"Regular Gasoline","Kinda Green",6
"31745","Chevrolet","Camaro",57046,12,20,8,6.2,"Rear-Wheel Drive",3200,"Premium Gasoline","It's a monster!",2
"31746","Chevrolet","Camaro",55673,12,20,8,6.2,"Rear-Wheel Drive",3200,"Premium Gasoline","It's a monster!",2
"31747","Dodge","Challenger GT",56523,18,27,6,3.6,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"31748","Dodge","Challenger GT",26664,18,27,6,3.6,"All-Wheel Drive",1900,"Regular Gasoline","It's a monster!",4
"31749","Jeep","New Compass 4WD",53869,22,30,4,2.4,"All-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"31750","Jeep","New Compass 4WD",58682,22,30,4,2.4,"All-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"31751","Mercedes-Benz","AMG GLE43 4matic",50171,17,23,6,3,"4-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"31752","Mercedes-Benz","AMG GLE43 4matic",33947,17,23,6,3,"4-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"31753","Mercedes-Benz","G550 4x4 (Special Off-Road Model)",64827,11,11,8,4,"4-Wheel Drive",4350,"Premium Gasoline","It's a monster!",1
"31754","Mercedes-Benz","G550 4x4 (Special Off-Road Model)",49833,11,11,8,4,"4-Wheel Drive",4350,"Premium Gasoline","It's a monster!",1
"31756","Subaru","Impreza 4-Door",51381,24,32,4,2,"All-Wheel Drive",1500,"Regular Gasoline","Kinda Green",6
"31757","Subaru","Impreza 4-Door",23000,24,32,4,2,"All-Wheel Drive",1500,"Regular Gasoline","Kinda Green",6
"31758","Subaru","Impreza Sport 4-Door",40389,23,31,4,2,"All-Wheel Drive",1550,"Regular Gasoline","Kinda Green",6
"31759","Subaru","Impreza Sport 4-Door",18554,23,31,4,2,"All-Wheel Drive",1550,"Regular Gasoline","Kinda Green",6
"31760","Subaru","Impreza 5-Door",40532,24,31,4,2,"All-Wheel Drive",1550,"Regular Gasoline","Kinda Green",6
"31761","Subaru","Impreza 5-Door",22243,24,31,4,2,"All-Wheel Drive",1550,"Regular Gasoline","Kinda Green",6
"31762","Subaru","Impreza Sport 5-Door",51973,22,30,4,2,"All-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"31763","Subaru","Impreza Sport 5-Door",24745,22,30,4,2,"All-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"31764","Chrysler","Pacifica",57777,19,28,6,3.6,"Front-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"31765","Chrysler","Pacifica",30210,19,28,6,3.6,"Front-Wheel Drive",1850,"Regular Gasoline","Kinda Green",5
"31766","BMW","530i",31880,24,34,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31767","BMW","530i",28712,24,34,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31768","BMW","530i xDrive",33214,23,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31769","BMW","530i xDrive",31481,23,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31770","BMW","540i",68465,20,30,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"31771","BMW","540i",24396,20,30,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"31772","BMW","540i xDrive",16060,20,29,6,3,"All-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31773","BMW","540i xDrive",67962,20,29,6,3,"All-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31774","Mitsubishi","Outlander Sport 2WD",28519,23,28,4,2.4,"Front-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"31775","Mitsubishi","Outlander Sport 2WD",55872,23,28,4,2.4,"Front-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"31776","Mitsubishi","Outlander Sport 4WD",40923,22,27,4,2.4,"4-Wheel Drive",1700,"Regular Gasoline","Kinda Green",5
"31777","Mitsubishi","Outlander Sport 4WD",62418,22,27,4,2.4,"4-Wheel Drive",1700,"Regular Gasoline","Kinda Green",5
"31779","Jeep","New Compass 2WD",57065,22,31,4,2.4,"Front-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"31780","Jeep","New Compass 2WD",19759,22,31,4,2.4,"Front-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"31781","Chevrolet","Equinox FWD",57350,26,32,4,1.5,"Front-Wheel Drive",1450,"Regular Gasoline","It's a monster!",6
"31782","Chevrolet","Equinox FWD",31830,26,32,4,1.5,"Front-Wheel Drive",1450,"Regular Gasoline","It's a monster!",6
"31783","Chevrolet","Equinox AWD",28892,24,30,4,1.5,"All-Wheel Drive",1550,"Regular Gasoline","It's a monster!",5
"31784","Chevrolet","Equinox AWD",39697,24,30,4,1.5,"All-Wheel Drive",1550,"Regular Gasoline","It's a monster!",5
"31785","Chevrolet","Cruze",65574,31,47,4,1.6,"Front-Wheel Drive",1100,"Diesel","Kinda Green",7
"31786","Chevrolet","Cruze",35221,31,47,4,1.6,"Front-Wheel Drive",1100,"Diesel","Kinda Green",7
"31787","Chevrolet","Cruze",69444,30,52,4,1.6,"Front-Wheel Drive",1100,"Diesel","Green Car",8
"31788","Chevrolet","Cruze",53694,30,52,4,1.6,"Front-Wheel Drive",1100,"Diesel","Green Car",8
"31789","MINI","Cooper S Countryman",30774,23,32,4,2,"Front-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31790","MINI","Cooper S Countryman",19843,23,32,4,2,"Front-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31791","Nissan","NV200 NYC Taxi",27347,23,26,4,2,"Front-Wheel Drive",1700,"Regular Gasoline","Kinda Green",5
"31792","Nissan","NV200 NYC Taxi",64421,23,26,4,2,"Front-Wheel Drive",1700,"Regular Gasoline","Kinda Green",5
"31795","MINI","Cooper Countryman",22409,25,33,3,1.5,"Front-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"31796","MINI","Cooper Countryman",58592,25,33,3,1.5,"Front-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"31797","MINI","Cooper Countryman",28730,24,33,3,1.5,"Front-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"31798","MINI","Cooper Countryman",69499,24,33,3,1.5,"Front-Wheel Drive",1700,"Premium Gasoline","Kinda Green",6
"31799","MINI","Cooper Countryman All4",62971,23,30,3,1.5,"All-Wheel Drive",1900,"Premium Gasoline","Kinda Green",5
"31800","MINI","Cooper Countryman All4",58746,23,30,3,1.5,"All-Wheel Drive",1900,"Premium Gasoline","Kinda Green",5
"31801","MINI","Cooper S Countryman All4",27963,22,31,4,2,"All-Wheel Drive",1850,"Premium Gasoline","Kinda Green",6
"31802","MINI","Cooper S Countryman All4",55234,22,31,4,2,"All-Wheel Drive",1850,"Premium Gasoline","Kinda Green",6
"31803","MINI","Cooper S Countryman All4",58838,21,31,4,2,"All-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"31804","MINI","Cooper S Countryman All4",63454,21,31,4,2,"All-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"31805","Roush Performance","F150 Pickup 2WD",69488,12,14,8,5,"Rear-Wheel Drive",3700,"Premium Gasoline","It's a monster!",1
"31806","Roush Performance","F150 Pickup 4WD",24998,12,14,8,5,"4-Wheel Drive",3700,"Premium Gasoline","It's a monster!",1
"31807","Mazda","CX-5 2WD",45216,24,31,4,2.5,"Front-Wheel Drive",1500,"Regular Gasoline","Kinda Green",6
"31808","Mazda","CX-5 2WD",55331,24,31,4,2.5,"Front-Wheel Drive",1500,"Regular Gasoline","Kinda Green",6
"31809","Acura","MDX Hybrid AWD",32062,26,27,6,3,"All-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31810","Acura","MDX Hybrid AWD",44995,26,27,6,3,"All-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31811","Mazda","CX-5 4WD",50341,23,29,4,2.5,"4-Wheel Drive",1550,"Regular Gasoline","Kinda Green",6
"31812","Mazda","CX-5 4WD",47775,23,29,4,2.5,"4-Wheel Drive",1550,"Regular Gasoline","Kinda Green",6
"31814","Audi","A5 Cabriolet quattro",68287,24,34,4,2,"All-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"31815","Audi","A5 Cabriolet quattro",25666,24,34,4,2,"All-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"31816","Audi","A5 quattro",51443,24,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"31817","Audi","A5 quattro",35331,24,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"31818","Audi","A4 quattro",48891,24,34,4,2,"All-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"31819","Audi","A4 quattro",35554,24,34,4,2,"All-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"31820","Audi","A4 quattro",31320,24,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"31821","Audi","A4 quattro",69322,24,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"31822","Subaru","WRX",40742,21,27,4,2,"All-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"31823","Subaru","WRX",49113,21,27,4,2,"All-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"31824","Subaru","WRX",46087,18,24,4,2,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"31825","Subaru","WRX",22075,18,24,4,2,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"31826","Audi","A5 Sportback quattro",66780,24,34,4,2,"All-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"31827","Audi","A5 Sportback quattro",31181,24,34,4,2,"All-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"31828","Genesis","G80 AWD",69073,18,25,6,3.8,"All-Wheel Drive",2000,"Regular Gasoline","It's a monster!",4
"31829","Genesis","G80 AWD",56174,18,25,6,3.8,"All-Wheel Drive",2000,"Regular Gasoline","It's a monster!",4
"31830","Genesis","G80 RWD",25825,19,27,6,3.8,"Rear-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"31831","Genesis","G80 RWD",54448,19,27,6,3.8,"Rear-Wheel Drive",1850,"Regular Gasoline","It's a monster!",4
"31832","Audi","Q5",56564,23,27,4,2,"All-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"31833","Audi","Q5",17906,23,27,4,2,"All-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"31834","Audi","A5 quattro",64201,24,34,4,2,"All-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"31835","Audi","A5 quattro",17919,24,34,4,2,"All-Wheel Drive",1750,"Premium Gasoline","It's a monster!",6
"31836","Audi","S5",41720,21,30,6,3,"All-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"31837","Audi","S5",30161,21,30,6,3,"All-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"31838","Audi","S5 Cabriolet",56815,20,29,6,3,"All-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"31839","Audi","S5 Cabriolet",52266,20,29,6,3,"All-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"31840","Audi","S4",23995,21,30,6,3,"All-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"31841","Audi","S4",20955,21,30,6,3,"All-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"31842","Audi","S5 Sportback",60070,21,30,6,3,"All-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"31843","Audi","S5 Sportback",16919,21,30,6,3,"All-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"31844","Genesis","G80 AWD",49680,17,24,6,3.3,"All-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"31845","Genesis","G80 AWD",27944,17,24,6,3.3,"All-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"31846","Genesis","G80 RWD",38472,17,25,6,3.3,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"31847","Genesis","G80 RWD",39729,17,25,6,3.3,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"31848","Audi","SQ5",19415,19,24,6,3,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"31849","Audi","SQ5",18275,19,24,6,3,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"31850","Mercedes-Benz","E400 4matic (station wagon)",39508,19,25,6,3,"4-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"31851","Jeep","New Compass 2WD",22231,23,32,4,2.4,"Front-Wheel Drive",1550,"Regular Gasoline","Kinda Green",6
"31852","Jeep","New Compass 2WD",43586,23,32,4,2.4,"Front-Wheel Drive",1550,"Regular Gasoline","Kinda Green",6
"31853","Jeep","New Compass 4WD",24029,22,31,4,2.4,"All-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"31854","Jeep","New Compass 4WD",43164,22,31,4,2.4,"All-Wheel Drive",1600,"Regular Gasoline","Kinda Green",5
"31856","Bentley","Bentayga",24459,12,19,12,6,"All-Wheel Drive",3200,"Premium Gasoline","It's a monster!",2
"31857","Bentley","Bentayga",36420,12,19,12,6,"All-Wheel Drive",3200,"Premium Gasoline","It's a monster!",2
"31858","Porsche","Panamera",33692,21,28,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"31859","Porsche","Panamera",29236,21,28,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","Kinda Green",5
"31860","Porsche","Panamera 4",60372,21,27,6,3,"4-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31861","Porsche","Panamera 4",21789,21,27,6,3,"4-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31862","Porsche","Panamera 4 Executive",59036,21,27,6,3,"4-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31863","Porsche","Panamera 4 Executive",41405,21,27,6,3,"4-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31864","Porsche","Panamera 4S",69175,21,28,6,2.9,"4-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31865","Porsche","Panamera 4S",52164,21,28,6,2.9,"4-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31866","Porsche","Panamera 4S Executive",62223,21,28,6,2.9,"4-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31867","Porsche","Panamera 4S Executive",49335,21,28,6,2.9,"4-Wheel Drive",2100,"Premium Gasoline","Kinda Green",5
"31868","Porsche","Panamera Turbo",49744,18,25,8,4,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"31869","Porsche","Panamera Turbo",35246,18,25,8,4,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"31870","Porsche","Panamera Turbo Executive",31304,18,25,8,4,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"31871","Porsche","Panamera Turbo Executive",65937,18,25,8,4,"All-Wheel Drive",2300,"Premium Gasoline","It's a monster!",4
"31872","BMW","430i Convertible",54111,24,34,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31873","BMW","430i Convertible",66243,24,34,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31874","BMW","430i xDrive Convertible",54523,22,32,4,2,"All-Wheel Drive",1850,"Premium Gasoline","Kinda Green",5
"31875","BMW","430i xDrive Convertible",32368,22,32,4,2,"All-Wheel Drive",1850,"Premium Gasoline","Kinda Green",5
"31876","BMW","440i Convertible",58555,21,29,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"31877","BMW","440i Convertible",36942,21,29,6,3,"Rear-Wheel Drive",2000,"Premium Gasoline","It's a monster!",5
"31878","BMW","440i xDrive Convertible",52622,20,29,6,3,"All-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"31879","BMW","440i xDrive Convertible",31331,20,29,6,3,"All-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"31880","BMW","M4 Convertible",15670,17,25,6,3,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"31881","BMW","M4 Convertible",49926,17,25,6,3,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"31882","BMW","M4 Convertible",32681,16,22,6,3,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31883","BMW","M4 Convertible",67044,16,22,6,3,"Rear-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31884","BMW","640i Convertible",51438,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"31885","BMW","640i Convertible",66049,20,29,6,3,"Rear-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
"31886","BMW","640i xDrive Convertible",31255,19,28,6,3,"All-Wheel Drive",2200,"Premium Gasoline","It's a monster!",4
"31887","BMW","640i xDrive Convertible",45052,19,28,6,3,"All-Wheel Drive",2200,"Premium Gasoline","It's a monster!",4
"31888","BMW","650i Convertible",42504,17,25,8,4.4,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"31889","BMW","650i Convertible",62223,17,25,8,4.4,"Rear-Wheel Drive",2400,"Premium Gasoline","It's a monster!",4
"31890","BMW","650i xDrive Convertible",21214,16,25,8,4.4,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31891","BMW","650i xDrive Convertible",35543,16,25,8,4.4,"All-Wheel Drive",2500,"Premium Gasoline","It's a monster!",3
"31892","BMW","M6 Convertible",57580,15,22,8,4.4,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"31893","BMW","M6 Convertible",50130,15,22,8,4.4,"Rear-Wheel Drive",2800,"Premium Gasoline","It's a monster!",3
"31894","BMW","M6 Convertible",33247,14,20,8,4.4,"Rear-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"31895","BMW","M6 Convertible",33395,14,20,8,4.4,"Rear-Wheel Drive",3000,"Premium Gasoline","It's a monster!",2
"31896","BMW","430i Coupe",15875,24,34,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31897","BMW","430i Coupe",26894,24,34,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31898","BMW","430i Coupe",42438,21,33,4,2,"Rear-Wheel Drive",1900,"Premium Gasoline","Kinda Green",5
"31899","BMW","430i Coupe",22485,21,33,4,2,"Rear-Wheel Drive",1900,"Premium Gasoline","Kinda Green",5
"31900","BMW","430i xDrive Coupe",56947,23,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31901","BMW","430i xDrive Coupe",58479,23,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31902","BMW","430i Gran Coupe",66715,24,34,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31903","BMW","430i Gran Coupe",27198,24,34,4,2,"Rear-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31904","BMW","430i xDrive Gran Coupe",16775,23,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31905","BMW","430i xDrive Gran Coupe",66545,23,33,4,2,"All-Wheel Drive",1750,"Premium Gasoline","Kinda Green",6
"31906","BMW","440i Coupe",32615,21,32,6,3,"Rear-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"31907","BMW","440i Coupe",48468,21,32,6,3,"Rear-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"31908","BMW","440i xDrive Coupe",65030,21,31,6,3,"All-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"31909","BMW","440i xDrive Coupe",20851,21,31,6,3,"All-Wheel Drive",1900,"Premium Gasoline","It's a monster!",5
"31910","BMW","440i xDrive Coupe",61979,19,29,6,3,"All-Wheel Drive",2100,"Premium Gasoline","It's a monster!",5
